method,fairness_rate,popularity_fan_ndcg,excitement_reversal_rate
eshap_topsis,0.22101019385026738,0.9942595561007153,0.44721770477810396
percent,0.34739583333333335,0.9941714846474103,0.46162252083558103
rank,0.6192758732280791,0.9942436462984792,0.4589675260806213
