season,week,celebrity_name,share_q10,share_q50,share_q90,rel_ci80
1,5,Kelly Monaco,3.5780678390121e-05,0.028999518300715895,0.05796325592304167,0.05792747524465155
1,5,Joey McIntyre,1.2531657115771172e-05,0.010668326586708379,0.021324121516300986,0.021311589859185215
1,6,Kelly Monaco,0.0007884518647957028,0.6224593312018546,1.0,0.9992115481352043
1,6,John O'Hurley,0.0004778272593938815,0.37754066879814546,0.7546035103368971,0.7541256830775032
2,1,Drew Lachey,0.0,0.49935380523828365,1.0,1.0
2,1,Giselle Fernandez,0.0,0.17492928052028356,0.3634983356222591,0.3634983356222591
2,1,Tatum O'Neal,0.0,0.17492928052028356,0.3634983356222591,0.3634983356222591
2,1,Master P,0.08352919519435376,0.08353334333333326,0.08353749147231276,8.296277959007892e-06
2,1,Stacy Keibler,0.0,0.055580167664714915,0.12495147759671174,0.12495147759671174
2,1,Jerry Rice,0.0,0.011674082723100918,0.03719499277306995,0.03719499277306995
2,1,Kenny Mayne,0.0,1.0000000042165204e-08,9.56970823811226e-06,9.56970823811226e-06
2,1,George Hamilton,0.0,1.000000000926475e-08,0.0012715703012667412,0.0012715703012667412
2,1,Lisa Rinna,0.0,1.0000000006012144e-08,0.0034547531581514274,0.0034547531581514274
2,1,Tia Carrere,0.0,1.0000000003410059e-08,0.009389259446224379,0.009389259446224379
2,2,Stacy Keibler,0.0,0.8385247827084639,1.0,1.0
2,2,Drew Lachey,0.0,0.08435207036845925,0.2022446952000031,0.2022446952000031
2,2,Master P,0.07712011920068877,0.07712308692307698,0.0771260546454652,5.935444776422605e-06
2,2,Lisa Rinna,0.0,1.0000000009874614e-08,0.0001085119794537446,0.0001085119794537446
2,2,Jerry Rice,0.0,1.0000000005578463e-08,0.0021602691833733983,0.0021602691833733983
2,2,Tia Carrere,0.0,1.0000000004819522e-08,0.0007953562600200081,0.0007953562600200081
2,2,George Hamilton,0.0,1.0000000000049032e-08,0.0007953562600200034,0.0007953562600200034
2,2,Giselle Fernandez,0.0,1e-08,0.005870487180353824,0.005870487180353824
2,2,Tatum O'Neal,0.0,1e-08,6.361003267929336e-06,6.361003267929336e-06
2,3,Master P,0.6155827297767443,0.6155846253846161,0.6155865209924879,3.7912157435648908e-06
2,3,Jerry Rice,0.23083513381500595,0.23096924076923114,0.23110334772345634,0.0002682139084503876
2,3,Stacy Keibler,0.0,0.07662304692307653,0.47341406466242314,0.47341406466242314
2,3,Drew Lachey,0.0,0.07662304692307642,0.47341406466242303,0.47341406466242303
2,3,George Hamilton,0.0,0.00020000999999983133,0.002874558849562724,0.002874558849562724
2,3,Giselle Fernandez,0.0,1.0000000117034447e-08,0.00267455884956301,0.00267455884956301
2,3,Lisa Rinna,0.0,1.0000000001675335e-08,0.05370069833958104,0.05370069833958104
2,3,Tia Carrere,0.0,1e-08,0.14597189918665382,0.14597189918665382
2,4,Drew Lachey,0.0009456924507752484,0.7464440325763999,1.0,0.9990543075492248
2,4,Lisa Rinna,0.00012712198759765037,0.10102021456900644,0.20191330715041522,0.20178618516281757
2,4,Stacy Keibler,0.00012712198759765037,0.10102021456900644,0.20191330715041522,0.20178618516281757
2,4,Tia Carrere,4.613424690291107e-05,0.03716326008266529,0.07428038591842767,0.07423425167152475
2,4,Jerry Rice,1.6340522114384817e-05,0.013671599351319874,0.02732685818052536,0.027310517658410978
2,4,George Hamilton,0.0,0.0006806688516022069,0.001361473164311556,0.001361473164311556
2,4,Master P,0.0,1e-08,1.010268307958096e-06,1.010268307958096e-06
2,5,Stacy Keibler,0.0011952052364850863,0.9431727904386453,1.0,0.9988047947635149
2,5,Drew Lachey,5.8556757023701944e-05,0.04695780820027785,0.093857059643532,0.09379850288650829
2,5,Lisa Rinna,7.061227214472977e-06,0.006355048272955136,0.0127030353186958,0.012695974091481328
2,5,George Hamilton,1.966361466521592e-06,0.0023378916072722754,0.004673816853078029,0.0046718504916115075
2,5,Jerry Rice,9.206510232179308e-08,0.0008600622580027297,0.0017200324509031376,0.0017199403858008159
2,5,Tia Carrere,0.0,0.00031639922284669306,0.0006333958956901159,0.0006333958956901159
2,6,Drew Lachey,0.0006171870214759512,0.48742187565827494,0.9742265642950739,0.973609377273598
2,6,Stacy Keibler,0.0006171870214759512,0.48742187565827494,0.9742265642950739,0.973609377273598
2,6,Lisa Rinna,2.9778924635157772e-05,0.024267306247391013,0.04850483357014687,0.04847505464551172
2,6,Jerry Rice,9.956498071629275e-05,0.0005444712180295367,0.0009893774553427807,0.0008898124746264879
2,6,George Hamilton,0.0,0.00034447121802953686,0.0007893774553427808,0.0007893774553427808
2,7,Jerry Rice,0.8569573999954849,0.8573428671428562,0.8577283342902275,0.0007709342947426201
2,7,Drew Lachey,0.0,0.07132856142857165,0.49295037312821005,0.49295037312821005
2,7,Stacy Keibler,0.0,0.07132856142857165,0.49295037312821005,0.49295037312821005
2,7,Lisa Rinna,0.0,1.000000052209238e-08,0.15510663779260972,0.15510663779260972
2,8,Drew Lachey,0.0006983387640741023,0.5514077154896383,1.0,0.9993016612359259
2,8,Stacy Keibler,0.0005001151841926288,0.3951140632895601,0.7897280113949277,0.7892278962107351
2,8,Jerry Rice,6.682644419937073e-05,0.05347822122080159,0.10688961599740382,0.10682278955320446
3,1,Mario Lopez,0.001073686074172464,0.8473583888343016,1.0,0.9989263139258275
3,1,Emmitt Smith,0.00014444404087260443,0.11467748755581,0.2292105310707474,0.2290660870298748
3,1,Willa Ford,1.8684807100587467e-05,0.015519910259228671,0.031021135711356757,0.03100245090425617
3,1,Vivica A. Fox,1.8684807100587467e-05,0.015519910259228671,0.031021135711356757,0.03100245090425617
3,1,Joey Lawrence,6.242437539437894e-06,0.005709455913195979,0.01141266938885252,0.011406426951313081
3,1,Monique Coleman,0.0,0.000772690833139331,0.0015454004123089224,0.0015454004123089224
3,1,Shanna Moakler,0.0,0.0002842570718935933,0.0005691523589214462,0.0005691523589214462
3,1,Harry Hamlin,0.0,0.0001045723327572456,0.00021001077059655302,0.00021001077059655302
3,1,Jerry Springer,0.0,3.8470011336729626e-05,7.788996378216712e-05,7.788996378216712e-05
3,1,Sara Evans,0.0,1.4152326272415143e-05,2.928543520417075e-05,2.928543520417075e-05
