feature,rankshap,rankshap_std,rankshap_norm
age,0.015244728707243593,0.014372942179102741,0.473648659707359
partner_historical_avg_placement,0.009811126695101924,0.011767946743421367,0.3048284491377051
partner_prev_seasons,0.00462516647015638,0.008180051661349054,0.1437023866795389
industry_category_encoded,0.0022318889900247254,0.00710340104525859,0.06934404993632469
is_us_contestant,0.000272820892024228,0.0016816384282415551,0.008476454539072361
week,0.0,0.0,0.0
season,0.0,0.0,0.0
