t,w_judge_attention,w_fan_attention,w_judge_sigmoid,w_fan_sigmoid
0.0,0.7,0.30000000000000004,0.30002331650626446,0.6999766834937355
0.010101010101010102,0.7,0.30000000000000004,0.3000271307331114,0.6999728692668886
0.020202020202020204,0.7,0.30000000000000004,0.3000315688603841,0.6999684311396159
0.030303030303030304,0.7,0.30000000000000004,0.3000367329232469,0.699963267076753
0.04040404040404041,0.7,0.30000000000000004,0.30004274163793315,0.6999572583620668
0.05050505050505051,0.7,0.30000000000000004,0.3000497331266429,0.699950266873357
0.06060606060606061,0.7,0.30000000000000004,0.3000578680867865,0.6999421319132135
0.07070707070707072,0.7,0.30000000000000004,0.3000673334767603,0.6999326665232397
0.08080808080808081,0.7,0.30000000000000004,0.3000783468020705,0.6999216531979295
0.09090909090909091,0.7,0.30000000000000004,0.3000911610990888,0.6999088389009112
0.10101010101010102,0.7,0.30000000000000004,0.3001060707293117,0.6998939292706883
0.11111111111111112,0.7,0.30000000000000004,0.3001234181150166,0.6998765818849835
0.12121212121212122,0.7,0.30000000000000004,0.3001436015680172,0.6998563984319828
0.13131313131313133,0.7,0.30000000000000004,0.3001670843872316,0.6998329156127684
0.14141414141414144,0.7,0.30000000000000004,0.30019440542841624,0.6998055945715838
0.15151515151515152,0.7,0.30000000000000004,0.3002261913812066,0.6997738086187935
0.16161616161616163,0.7,0.30000000000000004,0.30026317102506195,0.699736828974938
0.17171717171717174,0.7,0.30000000000000004,0.3003061917774314,0.6996938082225685
0.18181818181818182,0.7,0.30000000000000004,0.3003562388950501,0.69964376110495
0.19191919191919193,0.7,0.30000000000000004,0.30041445774337155,0.6995855422566284
0.20202020202020204,0.7,0.30000000000000004,0.30048217961035434,0.6995178203896457
0.21212121212121213,0.7,0.30000000000000004,0.30056095160972646,0.6994390483902735
0.22222222222222224,0.7,0.30000000000000004,0.30065257129588735,0.6993474287041126
0.23232323232323235,0.7,0.30000000000000004,0.30075912669804294,0.699240873301957
0.24242424242424243,0.7,0.30000000000000004,0.3008830425749218,0.6991169574250782
0.25252525252525254,0.7,0.30000000000000004,0.3010271337929399,0.6989728662070601
0.26262626262626265,0.7,0.30000000000000004,0.30119466683866286,0.6988053331613371
0.27272727272727276,0.7,0.30000000000000004,0.30138943058852713,0.6986105694114728
0.2828282828282829,0.7,0.30000000000000004,0.30161581757118394,0.6983841824288161
0.29292929292929293,0.7,0.30000000000000004,0.301878917064659,0.698121082935341
0.30303030303030304,0.7,0.30000000000000004,0.3021846214630719,0.6978153785369281
0.31313131313131315,0.7,0.30000000000000004,0.30253974741347384,0.6974602525865261
0.32323232323232326,0.7,0.30000000000000004,0.30295217324495566,0.6970478267550444
0.33333333333333337,0.7,0.30000000000000004,0.3034309941654848,0.6965690058345152
0.3434343434343435,0.7,0.30000000000000004,0.30398669655446153,0.6960133034455385
0.3535353535353536,0.7,0.30000000000000004,0.3046313523875298,0.6953686476124702
0.36363636363636365,0.7,0.30000000000000004,0.3053788343383616,0.6946211656616383
0.37373737373737376,0.7,0.30000000000000004,0.3062450513377029,0.6937549486622971
0.38383838383838387,0.7,0.30000000000000004,0.30724820324237145,0.6927517967576285
0.393939393939394,0.7,0.30000000000000004,0.30840905166555505,0.6915909483344449
0.4040404040404041,0.7,0.30000000000000004,0.30975120181408317,0.6902487981859169
0.4141414141414142,0.7,0.30000000000000004,0.31130138722095557,0.6886986127790444
0.42424242424242425,0.7,0.30000000000000004,0.31308974539675705,0.686910254603243
0.43434343434343436,0.7,0.30000000000000004,0.3151500675050699,0.6848499324949301
0.4444444444444445,0.7,0.30000000000000004,0.31751999908658446,0.6824800009134155
0.4545454545454546,0.7,0.30000000000000004,0.32024116159172605,0.679758838408274
0.4646464646464647,0.7,0.30000000000000004,0.32335915616414124,0.6766408438358588
0.4747474747474748,0.7,0.30000000000000004,0.3269234021282376,0.6730765978717623
0.48484848484848486,0.7,0.30000000000000004,0.330986753722554,0.6690132462774461
0.494949494949495,0.7,0.30000000000000004,0.3356048310399752,0.6643951689600248
0.5050505050505051,0.7,0.30000000000000004,0.34083499676879114,0.6591650032312089
0.5151515151515152,0.7,0.30000000000000004,0.34673491176101745,0.6532650882389825
0.5252525252525253,0.7,0.30000000000000004,0.35336061291978493,0.6466393870802151
0.5353535353535354,0.7,0.30000000000000004,0.3607640799962387,0.6392359200037613
0.5454545454545455,0.7,0.30000000000000004,0.368990296968286,0.631009703031714
0.5555555555555556,0.7,0.30000000000000004,0.37807387080553606,0.621926129194464
0.5656565656565657,0.7,0.30000000000000004,0.38803534496001774,0.6119646550399822
0.5757575757575758,0.7,0.30000000000000004,0.3988774318799706,0.6011225681200294
0.5858585858585859,0.7,0.30000000000000004,0.4105814775760168,0.5894185224239832
0.595959595959596,0.7,0.30000000000000004,0.42310454515826745,0.5768954548417325
0.6060606060606061,0.7,0.30000000000000004,0.43637754230715886,0.5636224576928411
0.6161616161616162,0.7,0.30000000000000004,0.4503047985063655,0.5496952014936345
0.6262626262626263,0.7,0.30000000000000004,0.46476540620250617,0.5352345937974938
0.6363636363636365,0.7,0.30000000000000004,0.4796164736342141,0.5203835263657859
0.6464646464646465,0.7,0.30000000000000004,0.4946982121184894,0.5053017878815106
0.6565656565656566,0.7,0.30000000000000004,0.5098405323060988,0.4901594676939012
0.6666666666666667,0.7,0.30000000000000004,0.5248706003543193,0.4751293996456807
0.6767676767676768,0.7,0.30000000000000004,0.5396206548205883,0.4603793451794117
0.686868686868687,0.7,0.30000000000000004,0.5539353433129923,0.4460646566870077
0.696969696969697,0.7,0.30000000000000004,0.5676779145479453,0.43232208545205475
0.7070707070707072,0.7,0.30000000000000004,0.5807347781999679,0.4192652218000321
0.7171717171717172,0.7,0.30000000000000004,0.5930181812684895,0.4069818187315105
0.7272727272727273,0.7,0.30000000000000004,0.6044669956176942,0.39553300438230576
0.7373737373737375,0.7,0.30000000000000004,0.615045821630199,0.38495417836980095
0.7474747474747475,0.7,0.30000000000000004,0.6247427577098483,0.37525724229015167
0.7575757575757577,0.7,0.30000000000000004,0.633566254311087,0.36643374568891296
0.7676767676767677,0.7,0.30000000000000004,0.6415414711298468,0.35845852887015317
0.7777777777777778,0.7,0.30000000000000004,0.6487065049629923,0.3512934950370077
0.787878787878788,0.7,0.30000000000000004,0.6551087753403133,0.3448912246596867
0.797979797979798,0.7,0.30000000000000004,0.6608017653495436,0.3391982346504564
0.8080808080808082,0.7,0.30000000000000004,0.6658422310021772,0.3341577689978228
0.8181818181818182,0.7,0.30000000000000004,0.6702879228786678,0.3297120771213322
0.8282828282828284,0.7,0.30000000000000004,0.6741958121611716,0.32580418783882836
0.8383838383838385,0.7,0.30000000000000004,0.6776207791749904,0.3223792208250096
0.8484848484848485,0.7,0.30000000000000004,0.6806147036304444,0.3193852963695556
