t,w_judge_attention,w_fan_attention,w_judge_sigmoid,w_fan_sigmoid
0.8585858585858587,0.7,0.30000000000000004,0.6832258883712625,0.3167741116287375
0.8686868686868687,0.7,0.30000000000000004,0.685498749056016,0.31450125094398396
0.8787878787878789,0.7,0.30000000000000004,0.6874737077693671,0.3125262922306329
0.888888888888889,0.7,0.30000000000000004,0.6891872367067873,0.3108127632932127
0.8989898989898991,0.7,0.30000000000000004,0.6906720071171322,0.30932799288286783
0.9090909090909092,0.7,0.30000000000000004,0.6919571075344867,0.3080428924655133
0.9191919191919192,0.7,0.30000000000000004,0.6930683033589549,0.30693169664104514
0.9292929292929294,0.7,0.30000000000000004,0.6940283167608363,0.3059716832391637
0.9393939393939394,0.7,0.30000000000000004,0.6948571116070952,0.3051428883929048
0.9494949494949496,0.7,0.30000000000000004,0.6955721726975524,0.30442782730244755
0.9595959595959597,0.7,0.30000000000000004,0.6961887721744704,0.3038112278255296
0.9696969696969697,0.7,0.30000000000000004,0.6967202186848649,0.3032797813151351
0.9797979797979799,0.7,0.30000000000000004,0.6971780868844384,0.3028219131155616
0.98989898989899,0.7,0.30000000000000004,0.6975724263184221,0.3024275736815779
1.0,0.7,0.30000000000000004,0.6979119497225766,0.30208805027742336
